time,r2,r4,a2
37.75,1.060732,11.19038,4.967399
38.5,1.069885,11.40866,4.980143
39.25,1.078397,11.53192,4.949704
40.025,1.088515,11.81417,4.982543
40.825,1.096946,11.96951,4.968391
41.625,1.108131,12.20797,4.965033
42.45,1.114177,12.40721,4.996758
43.275,1.120488,12.52515,4.985767
44.125,1.129451,12.72003,4.982807
45,1.140906,13.01889,5.001023
45.875,1.151049,13.31293,5.028893
46.775,1.163382,13.7327,5.087825
47.7,1.170553,13.83301,5.057392
48.65,1.18005,14.1377,5.091567
49.6,1.193944,14.5059,5.105596
50.575,1.204689,14.86909,5.147319
51.575,1.214225,15.13665,5.160026
52.575,1.222591,15.37654,5.172304
53.625,1.230366,15.56094,5.167634
54.675,1.243212,16.05093,5.231046
55.75,1.255685,16.3075,5.205508
56.85,1.272683,16.71824,5.193005
57.95,1.282295,17.0336,5.215579
59.1,1.292724,17.25709,5.195939
60.275,1.304046,17.55909,5.195369
61.45,1.313583,18.10034,5.293948
62.65,1.327802,18.47886,5.288682
63.9,1.34285,18.79141,5.252526
65.15,1.352373,19.0984,5.265494
66.425,1.367296,19.53239,5.268755
67.725,1.379178,19.96915,5.298976
69.075,1.393167,20.49351,5.335209
70.425,1.410195,20.95631,5.322774
71.825,1.421111,21.43519,5.368292
73.225,1.434306,21.75631,5.345308
74.675,1.448825,22.22335,5.352269
76.125,1.461016,22.65189,5.367161
77.625,1.475416,23.09094,5.364495
79.15,1.489779,23.4335,5.334975
80.725,1.498546,23.81332,5.362546
82.3,1.517423,24.41863,5.362963
83.925,1.530986,25.07865,5.419678
85.575,1.54322,25.40603,5.400774
87.25,1.560075,26.02786,5.416509
88.975,1.576077,26.52044,5.405851
90.725,1.591106,27.07701,5.417324
92.5,1.612558,27.79335,5.413002
94.325,1.622904,28.10486,5.402462
96.175,1.642653,28.74403,5.391564
98.075,1.658185,29.19857,5.371574
100,1.675128,29.85955,5.384672
101.975,1.695019,30.57966,5.38609
103.975,1.714631,31.40091,5.408433
106.025,1.730908,32.03053,5.414566
108.1,1.753569,32.83312,5.406454
110.25,1.769163,33.54763,5.430985
112.4,1.787662,34.24862,5.430186
114.625,1.80303,34.85142,5.432296
116.875,1.828687,35.80821,5.424735
119.175,1.842842,36.41345,5.433344
121.525,1.86515,37.39459,5.449596
123.9,1.88435,38.11133,5.439949
126.35,1.901404,38.9185,5.458902
128.825,1.924843,39.75734,5.438401
131.375,1.945296,40.76548,5.463572
133.95,1.971392,41.73034,5.442538
136.575,1.988156,42.66429,5.47612
139.275,2.011721,43.73981,5.484738
142,2.033654,44.53373,5.460798
144.8,2.060787,45.5955,5.441796
147.65,2.082638,46.5742,5.442718
150.55,2.105866,47.45808,5.420963
153.525,2.131979,48.50286,5.402547
156.55,2.156518,49.7134,5.413844
159.625,2.179024,50.43775,5.373573
162.75,2.207716,51.56212,5.347397
165.95,2.238866,52.88502,5.330351
169.225,2.25985,53.57734,5.294672
172.55,2.283053,54.54051,5.278246
175.95,2.314773,55.99716,5.270474
179.4,2.346047,57.54223,5.272846
182.95,2.37544,58.56254,5.227058
186.55,2.402074,60.04368,5.243753
190.2,2.430956,61.61129,5.255434
193.95,2.454883,62.82816,5.25524
197.775,2.48494,64.51654,5.268889
201.65,2.511262,65.9085,5.270595
205.625,2.545023,67.48653,5.251511
209.675,2.571746,68.32084,5.197951
213.8,2.609159,70.71764,5.232724
218,2.641153,72.60704,5.245151
222.3,2.669338,73.50791,5.189822
226.65,2.703678,75.43237,5.191547
231.125,2.735846,76.80771,5.157051
235.675,2.77614,78.71327,5.127969
240.3,2.80442,79.79174,5.087277
245.025,2.841764,81.66798,5.06774
249.85,2.880013,83.89296,5.068592
254.775,2.922599,86.13621,5.0506
259.775,2.952636,87.78951,5.041909
264.9,2.988168,90.37932,5.073096
270.1,3.025589,92.1596,5.040489
275.425,3.065895,94.77838,5.049867
280.825,3.106604,96.73242,5.013835
286.35,3.142306,98.7143,4.998385
292,3.18203,100.5586,4.958844
297.725,3.222712,103.2052,4.962244
303.6,3.266072,105.7139,4.946093
309.575,3.311183,107.8242,4.900666
315.65,3.353993,109.9147,4.862501
321.85,3.398096,112.8937,4.866105
328.2,3.440962,115.4432,4.850054
334.65,3.480377,117.555,4.82291
341.225,3.529451,120.7149,4.814306
347.95,3.580084,123.9651,4.803158
354.8,3.625614,126.4661,4.772476
361.775,3.672362,128.9796,4.738275
368.9,3.723146,132.1994,4.722167
376.15,3.786552,136.2847,4.703095
383.55,3.832868,138.6587,4.663053
391.1,3.889047,142.1773,4.640211
398.775,3.935908,145.1496,4.621824
406.625,3.985326,148.0258,4.591921
414.625,4.033778,151.3838,4.582219
422.775,4.100595,156.1853,4.573111
431.1,4.154011,158.8161,4.522178
439.575,4.223408,163.8193,4.510491
448.225,4.276581,167.6419,4.499718
457.05,4.337839,171.1135,4.456179
466.05,4.396349,175.0235,4.433297
475.2,4.450174,178.6282,4.411869
484.55,4.503881,182.339,4.393328
494.075,4.576077,187.9677,4.385771
503.8,4.646998,192.4858,4.348167
513.725,4.707371,197.072,4.336043
523.825,4.771343,201.4383,4.308992
