time,eb
5424,0.8429448
5433,0.8425358
5442,0.8420895
5451,0.8416844
5460,0.8410047
5469,0.8401807
5478,0.8389936
5487,0.8374425
5496,0.8363788
5505,0.8356109
5514,0.8348122
5523,0.8341815
5532,0.8338292
5541,0.8337032
5550,0.833553
5559,0.8337612
5568,0.8339981
5577,0.8343356
5586,0.8345253
5595,0.8344945
5604,0.8339933
5613,0.833356
5622,0.8323513
5631,0.8312456
5639,0.8309426
5648,0.8303832
5657,0.8298631
5666,0.8294104
5675,0.828672
5684,0.8276188
5693,0.8269806
5702,0.8259953
5711,0.8251705
5720,0.8242772
5729,0.8234701
5738,0.8220463
5747,0.8211562
5756,0.8198545
5765,0.8188698
5774,0.8178667
5783,0.8169381
5792,0.8159086
5801,0.8153451
5810,0.8145589
5819,0.8138663
5828,0.8131867
5837,0.8121204
5846,0.8114266
5855,0.8106625
5864,0.8099748
5873,0.8097542
5882,0.8094771
5891,0.8091994
5900,0.8091241
5909,0.8087061
5918,0.808916
5927,0.8089701
5936,0.8083831
5945,0.8074387
5954,0.8066654
5963,0.8057571
5972,0.8043045
5981,0.8032118
5990,0.8022514
5999,0.8014499
6008,0.8004529
6017,0.799428
6026,0.7986746
6035,0.7979488
6044,0.7977088
6053,0.797207
6062,0.7967004
6071,0.7966369
6080,0.7963529
6089,0.7963819
6098,0.7961701
6107,0.796038
6116,0.7956805
6125,0.7951927
6134,0.7950512
6143,0.7947586
6152,0.7947926
6161,0.7946724
6170,0.7941695
6179,0.7937761
6188,0.7935673
6197,0.7932303
6206,0.7924378
6215,0.7919152
6224,0.7918302
6233,0.7919155
6242,0.7916641
6251,0.791777
6260,0.7915683
6269,0.7909562
6278,0.7905025
6287,0.7899589
6296,0.7892245
6305,0.7884624
6314,0.7879203
6323,0.7875293
6332,0.7868683
6341,0.786414
6350,0.7861079
6359,0.7856025
6368,0.7853527
6377,0.7853595
6386,0.785002
6395,0.7842878
6404,0.7836505
6413,0.7830941
6422,0.7825409
6431,0.7826505
6440,0.7831437
6449,0.7835366
6458,0.783033
6467,0.7825766
6476,0.7821431
6485,0.7820737
6494,0.7818378
6503,0.7810533
6512,0.7806771
6521,0.7799157
6530,0.7792542
6539,0.7788815
6548,0.7785498
6557,0.7784507
6566,0.7783614
6575,0.7785452
6584,0.7789165
6593,0.7791683
6602,0.7794646
6611,0.779484
6620,0.7792479
6628,0.7791402
6637,0.7789779
6646,0.7786139
6655,0.7779425
6664,0.7774284
6673,0.7768141
6682,0.7763474
6691,0.7758498
6700,0.7748924
6709,0.7742804
6718,0.7737762
6727,0.7730521
6736,0.7724384
6745,0.7717174
6754,0.7709206
6763,0.7706877
6772,0.7703349
6781,0.7700524
6790,0.7702273
6799,0.7702601
6808,0.7698555
6817,0.7696934
6826,0.7691513
6835,0.7690425
6844,0.7687215
6853,0.7685017
6862,0.7682554
6871,0.7675884
6880,0.7670225
6889,0.7664216
6898,0.7658761
6907,0.7650418
6916,0.7641583
6925,0.7633325
6934,0.7625868
6943,0.7620783
6952,0.7617428
6961,0.7614606
6970,0.7607346
6979,0.7602288
6988,0.7600731
6997,0.7600771
7006,0.7601813
7015,0.7604011
7024,0.760385
7033,0.760315
7042,0.7602231
7051,0.759942
7060,0.7596941
7069,0.7593615
7078,0.7590707
7087,0.759314
7096,0.7594537
7105,0.7596248
7114,0.7597936
7123,0.7599815
7132,0.7603349
7141,0.7605878
7150,0.760614
7159,0.7607144
7168,0.7606804
7177,0.7604828
7186,0.7603619
7195,0.7604125
7204,0.7605396
7213,0.7605699
7222,0.7600719
7231,0.7595032
7240,0.7590846
7249,0.7589928
7258,0.7582528
7267,0.7575981
7276,0.7569684
7285,0.7564124
7294,0.7557
7303,0.7549666
7312,0.7543834
7321,0.7537046
7330,0.7530428
7339,0.7526072
7348,0.7522103
7357,0.7520644
7366,0.7516409
7375,0.7513673
7384,0.7510633
7393,0.7508079
7402,0.7505534
7411,0.7502278
7420,0.7500252
7429,0.7499578
7438,0.7498663
7447,0.7494768
7456,0.7492636
7465,0.7489773
7474,0.7490492
7483,0.7491534
7492,0.7490722
7501,0.749217
7510,0.7492137
7519,0.7491503
7528,0.7489785
7537,0.748779
7546,0.7484547
7555,0.7483992
7564,0.7480934
7573,0.7479132
7582,0.7478175
7591,0.7476937
7600,0.7474651
7609,0.7469558
7617,0.746713
7626,0.7462991
7635,0.745964
7644,0.7460472
7653,0.7459616
7662,0.7458766
7671,0.7459436
7680,0.7458388
7689,0.7454883
7698,0.7448493
7707,0.7442071
7716,0.7434846
7725,0.7429597
7734,0.7423937
7743,0.7417328
7752,0.7410242
7761,0.7404142
7770,0.7396571
7779,0.7390203
7788,0.7382371
7797,0.7375162
7806,0.7370241
7815,0.7366362
7824,0.7363877
7833,0.736054
7842,0.7356965
7851,0.7352003
7860,0.7347207
7869,0.7345562
7878,0.7342234
7887,0.7339245
7896,0.7338039
7905,0.7334238
7914,0.7330658
7923,0.7326857
7932,0.7323361
7941,0.7320296
7950,0.7315964
7959,0.73126
7968,0.7307314
7977,0.7301994
7986,0.7294727
7995,0.7286697
8004,0.7278089
8013,0.7270412
8022,0.7266746
8031,0.72646
8040,0.726469
8049,0.7262688
8058,0.7261529
8067,0.7258699
8076,0.7253146
8085,0.725111
8094,0.7246848
8103,0.7244873
8112,0.7243606
8121,0.7243847
8130,0.7246218
8139,0.7249032
8148,0.7251668
8157,0.7253972
8166,0.7256826
8175,0.7255977
8184,0.7253886
8193,0.7250626
8202,0.7243621
8211,0.7236903
8220,0.7229862
8229,0.7221854
8238,0.7212318
8247,0.7206953
8256,0.7202259
8265,0.719884
8274,0.7195047
8283,0.7193829
8292,0.7192252
8301,0.7188293
8310,0.7182585
8319,0.7178719
8328,0.7174534
8337,0.7173568
8346,0.716983
8355,0.7166982
8364,0.7165958
8373,0.7165704
8382,0.7166862
8391,0.716738
8400,0.7169171
8409,0.716952
8418,0.7169551
8427,0.7170915
8436,0.7171292
8445,0.7171218
8454,0.7168998
8463,0.7167525
8472,0.7164967
8481,0.7161102
8490,0.7156799
8499,0.7149483
8508,0.7142217
8517,0.7133845
8526,0.7126355
8535,0.7119303
8544,0.7114553
8553,0.711103
8562,0.7108399
8571,0.7105194
8580,0.7102278
8589,0.709789
8597,0.7094153
8606,0.7089322
8615,0.7085613
8624,0.7082865
8633,0.7081023
8642,0.7079601
8651,0.7080026
8660,0.707821
8669,0.7074835
8678,0.7072919
8687,0.7071133
8696,0.7069312
8705,0.7069663
8714,0.7067737
8723,0.7065583
8732,0.7062751
8741,0.7060134
8750,0.7055933
8759,0.7054709
8768,0.7052998
8777,0.7050694
8786,0.7046848
8795,0.704424
8804,0.7039841
8813,0.7038407
8822,0.7038067
8831,0.7038904
8840,0.7039699
8849,0.7038804
8858,0.7038403
8867,0.7036966
8876,0.7038827
8885,0.7038949
8894,0.7037707
8903,0.7034116
8912,0.7031889
8921,0.7030784
8930,0.7029588
8939,0.7030561
8948,0.7032022
8957,0.7034292
8966,0.7033441
8975,0.7033154
8984,0.7030779
8993,0.7029636
9002,0.7026227
9011,0.7023081
9020,0.7019416
9029,0.7016423
9038,0.7013833
9047,0.7009251
9056,0.7004929
9065,0.6999161
9074,0.6994243
9083,0.6990285
9092,0.6987198
9101,0.6984739
9110,0.698309
9119,0.6981239
9128,0.6979672
9137,0.6979696
9146,0.6978962
9155,0.6976667
9164,0.6975717
9173,0.6975056
9182,0.697513
9191,0.6972546
9200,0.6970731
9209,0.696978
9218,0.6969508
9227,0.6968293
9236,0.6968043
9245,0.6968837
9254,0.6968995
9263,0.6968073
9272,0.6966614
9281,0.6964723
9290,0.6963189
9299,0.6958932
9308,0.6951991
9317,0.6943084
9326,0.6937926
9335,0.6930627
9344,0.6924347
9353,0.6919833
9362,0.6915619
9371,0.6909416
9380,0.6903588
9389,0.6899534
9398,0.6895618
9407,0.68936
9416,0.6889646
9425,0.6886807
9434,0.6884191
9443,0.6880527
9452,0.6877755
9461,0.6875883
9470,0.6873141
9479,0.6871939
9488,0.687188
9497,0.6872483
9506,0.6871517
9515,0.686884
9524,0.6866713
9533,0.6864757
9542,0.6865025
9551,0.6864762
9560,0.6863345
9569,0.6864218
9578,0.6865489
9586,0.6867178
9595,0.6869226
9604,0.6869741
9613,0.6870499
9622,0.6868738
9631,0.6868762
9640,0.6869425
9649,0.686903
9658,0.6868605
9667,0.687001
9676,0.6866987
9685,0.6863842
9694,0.6859085
9703,0.6855901
9712,0.6852311
9721,0.6849805
9730,0.6845476
9739,0.6841033
9748,0.6837992
9757,0.6832773
9766,0.6828886
9775,0.6826902
9784,0.6824401
9793,0.6821379
9802,0.6819586
9811,0.6818477
9820,0.6814497
9829,0.6809089
9838,0.6805726
9847,0.6803798
9856,0.6799595
9865,0.6795564
9874,0.6792404
9883,0.6790108
9892,0.6788278
9901,0.6786865
9910,0.6786462
9919,0.6786149
9928,0.6786547
9937,0.6786059
9946,0.678342
9955,0.678102
9964,0.6780601
9973,0.6779083
9982,0.677597
9991,0.6772735
10000,0.6768213
10009,0.6762691
10018,0.6757707
10027,0.6751206
10036,0.6745954
10045,0.6741249
10054,0.6737478
10063,0.6733902
10072,0.6728328
10081,0.6722049
10090,0.671713
10099,0.671488
10108,0.6714686
10117,0.6715757
10126,0.671597
10135,0.6715663
10144,0.6717898
10153,0.6719821
10162,0.672331
10171,0.672792
10180,0.673141
10189,0.6734285
10198,0.6738309
10207,0.6739085
10216,0.6739007
10225,0.6735232
10234,0.6732703
10243,0.6730607
10252,0.6729597
10261,0.6729171
10270,0.6727672
10279,0.6724663
10288,0.6721867
10297,0.6720159
10306,0.6718821
10315,0.6717273
10324,0.6717146
10333,0.6717199
10342,0.6716194
10351,0.6716419
10360,0.6716099
10369,0.671851
10378,0.6720947
10387,0.6721609
10396,0.6721676
10405,0.6721461
10414,0.6720675
10423,0.6718909
10432,0.6716589
10441,0.6715779
10450,0.6713469
10459,0.6712959
10468,0.6709952
10477,0.6705977
10486,0.6702721
10495,0.670006
10504,0.6697765
10513,0.6695992
10522,0.6692671
10531,0.6689569
10540,0.6688313
10549,0.668741
10558,0.6687919
10567,0.6687073
10575,0.6687895
10584,0.6687986
10593,0.6687157
10602,0.6687547
10611,0.6689455
10620,0.669174
10629,0.6694972
10638,0.6694443
10647,0.6693531
10656,0.6691418
10665,0.6688215
10674,0.6685303
10683,0.6682936
10692,0.6680306
10701,0.6679628
10710,0.6677913
10719,0.6676044
10728,0.6674073
10737,0.6672788
10746,0.6670652
10755,0.6667632
10764,0.6663719
10773,0.6660491
10782,0.6656594
10791,0.6652119
10800,0.6649027
10809,0.6645877
10818,0.6643936
10827,0.6641408
10836,0.6638084
10845,0.6634299
10854,0.6630484
10863,0.6626257
10872,0.662224
10881,0.6618355
10890,0.6614976
10899,0.6612812
10908,0.6608374
10917,0.6603733
10926,0.6599647
10935,0.6596075
10944,0.6592577
10953,0.6590836
10962,0.6590132
10971,0.6588916
10980,0.6585279
10989,0.6583091
10998,0.6581799
11007,0.6580367
11016,0.6577893
11025,0.6576672
11034,0.6574189
11043,0.6570812
11052,0.6567464
11061,0.6563954
11070,0.6559981
11079,0.6555767
11088,0.6550042
11097,0.6544038
11106,0.6539598
11115,0.6535438
11124,0.6531594
11133,0.6527872
11142,0.6526355
11151,0.6524551
11160,0.6523507
11169,0.652225
11178,0.6521449
11187,0.6520662
11196,0.6519385
11205,0.6518134
11214,0.6515788
11223,0.6515207
11232,0.6515159
11241,0.6516712
11250,0.6516133
11259,0.6516107
11268,0.6515088
11277,0.6514709
11286,0.651377
11295,0.651376
11304,0.6512575
11313,0.6509589
11322,0.6506975
11331,0.6503665
11340,0.6502251
11349,0.6500878
11358,0.6499897
11367,0.6499152
11376,0.6498522
11385,0.6498941
11394,0.6497301
11403,0.6495782
11412,0.6494394
11421,0.6493159
11430,0.6491561
11439,0.6489706
11448,0.6488035
11457,0.6484984
11466,0.6481689
11475,0.6479132
11484,0.6477878
11493,0.6476218
11502,0.647567
11511,0.6475059
11520,0.647482
11529,0.6476282
11538,0.6477452
11547,0.6478033
11556,0.6477455
11564,0.6478084
11573,0.6477582
11582,0.6477376
11591,0.6477153
11600,0.6476242
11609,0.647548
11618,0.6475126
11627,0.6474671
11636,0.6474371
11645,0.6473649
11654,0.6471579
11663,0.6469572
11672,0.6467237
11681,0.6464589
11690,0.6463477
11699,0.6461536
11708,0.6459421
11717,0.6457314
11726,0.645486
11735,0.6452611
11744,0.6451533
11753,0.6451076
11762,0.6450036
11771,0.6447871
11780,0.6446508
11789,0.6445934
11798,0.6444688
11807,0.6445047
11816,0.6444421
11825,0.6444124
11834,0.6444979
11843,0.6445664
11852,0.6445557
11861,0.6446923
11870,0.6448381
11879,0.6450106
11888,0.645153
11897,0.6452078
11906,0.6452334
11915,0.6450309
11924,0.6448049
11933,0.6446064
11942,0.6445288
11951,0.6445835
11960,0.6444927
11969,0.6444531
11978,0.6444047
11987,0.6442445
11996,0.6439782
12005,0.6437668
12014,0.6438389
12023,0.6438258
12032,0.6439993
12041,0.6440749
12050,0.6441499
12059,0.6443339
12068,0.644457
12077,0.6444874
12086,0.6444851
12095,0.6445085
12104,0.6445944
12113,0.64459
12122,0.6444959
12131,0.6442985
12140,0.6442732
12149,0.6442212
12158,0.644135
12167,0.6440963
12176,0.6439756
12185,0.6438507
12194,0.6437007
12203,0.6434635
12212,0.6434065
12221,0.6433622
12230,0.6435454
12239,0.6436209
12248,0.6436355
12257,0.6436887
12266,0.6436868
12275,0.6436275
12284,0.6435587
12293,0.6434596
12302,0.6434751
12311,0.6435083
12320,0.6435562
12329,0.6438981
12338,0.6440416
12347,0.6441042
12356,0.6440336
12365,0.6438739
12374,0.6436846
12383,0.643469
12392,0.6433284
12401,0.6432152
12410,0.6431111
12419,0.6430988
12428,0.6430902
12437,0.6431428
12446,0.6433201
12455,0.6433473
12464,0.643292
12473,0.6432983
12482,0.6432144
12491,0.6431368
12500,0.6429434
12509,0.6428423
12518,0.6427744
12527,0.6426632
12536,0.6425369
12545,0.6425558
12553,0.6425709
12562,0.6426969
12571,0.6427614
12580,0.6428695
12589,0.6430125
12598,0.6432086
12607,0.6434717
12616,0.6434342
12625,0.6434021
12634,0.6434668
12643,0.6433971
12652,0.6433321
12661,0.6431881
12670,0.6431117
12679,0.6430036
12688,0.6428904
12697,0.6425834
12706,0.6423668
12715,0.6421445
12724,0.6418105
12733,0.6417718
12742,0.6415923
12751,0.6415755
12760,0.6414658
12769,0.6414318
12778,0.6414706
12787,0.6414873
12796,0.6415272
12805,0.6414648
12814,0.641475
12823,0.641617
12832,0.6417848
12841,0.641884
12850,0.6421417
12859,0.6421826
12868,0.6423381
12877,0.6425116
12886,0.6426775
12895,0.6427297
12904,0.6427484
12913,0.6428635
12922,0.6429793
12931,0.6431277
12940,0.6431937
12949,0.6433131
12958,0.6433465
12967,0.6433326
12976,0.6433986
12985,0.643236
12994,0.643026
13003,0.6431071
13012,0.6430828
13021,0.6431752
13030,0.6432887
13039,0.6435199
13048,0.6437106
13057,0.6438299
13066,0.6439561
13075,0.6442931
13084,0.6444741
13093,0.6447107
13102,0.6449872
13111,0.6452884
13120,0.645416
13129,0.6454538
13138,0.6455651
13147,0.6457243
13156,0.645979
13165,0.6460354
13174,0.6460299
13183,0.6459861
13192,0.6458834
13201,0.6456649
13210,0.6454814
13219,0.645255
13228,0.6450403
13237,0.6448592
13246,0.6447321
13255,0.6445967
13264,0.6444672
13273,0.6442938
13282,0.644124
13291,0.643962
13300,0.6439078
13309,0.6437315
13318,0.6435462
13327,0.6432784
13336,0.6430932
13345,0.6429858
13354,0.6427877
13363,0.6427444
13372,0.6426259
13381,0.6425144
13390,0.6424919
13399,0.6424057
13408,0.6423532
13417,0.6422609
13426,0.6421536
13435,0.6420481
13444,0.6420193
13453,0.6419286
13462,0.6419848
13471,0.6420416
13480,0.6420865
13489,0.6420565
13498,0.6420378
13507,0.6419408
13516,0.6418878
13525,0.6417579
13534,0.6417135
13542,0.6416121
13551,0.6414754
13560,0.6414057
13569,0.6414435
13578,0.6414738
13587,0.6415013
13596,0.6414937
13605,0.6414787
13614,0.6415386
13623,0.6414464
13632,0.6414469
13641,0.6413405
13650,0.6412132
13659,0.641032
13668,0.640819
13677,0.6405202
13686,0.6402683
13695,0.6399135
13704,0.6395821
13713,0.6393594
13722,0.6390591
13731,0.6387615
13740,0.6386914
13749,0.6386801
13758,0.6386868
13767,0.6386889
13776,0.638759
13785,0.6388391
13794,0.6389049
13803,0.6390905
13812,0.6390497
13821,0.6390051
13830,0.6389744
13839,0.6388995
13848,0.6388695
13857,0.6387557
13866,0.6386136
13875,0.6385143
13884,0.6383942
13893,0.638299
13902,0.6381541
13911,0.6380041
13920,0.637928
13929,0.6378058
13938,0.6377159
13947,0.6377306
13956,0.6375326
13965,0.6375209
13974,0.6374686
13983,0.6372971
13992,0.6371485
14001,0.636977
14010,0.63669
14019,0.6363695
14028,0.6361212
14037,0.6358998
14046,0.6356045
14055,0.6352996
14064,0.6349828
14073,0.6346992
14082,0.6344092
14091,0.6340565
14100,0.6338493
14109,0.6336655
14118,0.633494
14127,0.6332388
14136,0.633019
14145,0.6327671
14154,0.6324773
14163,0.6321275
14172,0.6320229
14181,0.6318865
14190,0.6317363
14199,0.6316945
14208,0.6317214
14217,0.6317873
14226,0.632073
14235,0.6323517
14244,0.6325101
14253,0.6325847
14262,0.6328005
14271,0.6330832
14280,0.6334991
14289,0.6340603
14298,0.6344392
14307,0.6347701
14316,0.6350445
14325,0.6354177
14334,0.6355488
14343,0.6355897
14352,0.6357401
14361,0.6359189
14370,0.6360718
14379,0.6360464
14388,0.636055
14397,0.6359817
14406,0.6359477
14415,0.6358863
14424,0.6356765
14433,0.6353965
14442,0.6352008
14451,0.6349474
14460,0.6348
14469,0.6347149
14478,0.6345272
14487,0.6341833
14496,0.6340646
14505,0.6339741
14514,0.6338593
14523,0.6337329
14531,0.6336376
14540,0.6337207
14549,0.6337334
14558,0.6337087
14567,0.6336702
14576,0.6336247
14585,0.6335947
14594,0.633554
14603,0.6334963
14612,0.6334728
14621,0.6334269
14630,0.6333677
14639,0.6333346
14648,0.6331651
14657,0.6330128
14666,0.6328671
14675,0.6327575
14684,0.6327192
14693,0.6326615
14702,0.6325302
14711,0.6324109
14720,0.6323268
14729,0.6322922
14738,0.6322355
14747,0.632281
14756,0.6323644
14765,0.6326312
14774,0.6329005
14783,0.6331518
14792,0.6335014
14801,0.6337443
14810,0.6338263
14819,0.6338799
14828,0.6340013
14837,0.6340792
14846,0.6340748
14855,0.6339787
14864,0.6338095
14873,0.6335341
14882,0.6331498
14891,0.6328895
14900,0.6326495
14909,0.6324658
14918,0.6324253
14927,0.632594
14936,0.6327116
14945,0.6328643
14954,0.633024
14963,0.6332177
14972,0.6334759
14981,0.6337571
