0.98868, 2.3621
1.0376, 2.2995
1.1029, 2.2369
1.1518, 2.1744
1.2497, 2.0947
1.3395, 2.0263
1.4130, 1.9636
1.4456, 1.9352
1.5354, 1.8611
1.5844, 1.8269
1.7477, 1.6789
1.8456, 1.5992
1.9354, 1.5251
2.0415, 1.4340
2.3109, 1.2062
2.3843, 1.1436
2.5150, 1.0410
2.5639, 0.99551
2.7762, 0.81329
3.1190, 0.52286
3.3884, 0.30074
