time,r2,r4,a2
297.725,5.779063,195.799,2.517604
303.6,5.883247,201.7392,2.497095
309.575,5.974832,207.1622,2.481853
315.65,6.060705,211.8708,2.460796
321.85,6.167968,217.9924,2.438021
328.2,6.278327,224.958,2.424245
334.65,6.38625,231.1676,2.400841
341.225,6.493423,237.8679,2.384851
347.95,6.600398,244.4517,2.366697
354.8,6.716273,251.7888,2.349122
361.775,6.831442,259.0447,2.330436
368.9,6.955986,267.7965,2.320769
376.15,7.071155,275.4637,2.305483
383.55,7.176816,282.8474,2.294882
391.1,7.300777,290.5695,2.270869
398.775,7.429201,299.1949,2.252529
406.625,7.569199,309.1561,2.237646
414.625,7.693021,317.3968,2.217807
422.775,7.829917,326.9343,2.199612
431.1,7.967111,337.5893,2.191083
439.575,8.112484,348.5229,2.177422
448.225,8.24806,359.1186,2.167273
457.05,8.372073,367.3499,2.144598
466.05,8.533713,379.4447,2.12625
475.2,8.684924,390.7191,2.10802
484.55,8.835072,402.7535,2.095782
494.075,8.98576,413.882,2.075518
503.8,9.14003,427.189,2.068146
513.725,9.311008,441.4372,2.055109
523.825,9.447206,453.5487,2.049077
534.125,9.612172,466.0852,2.026729
544.625,9.793953,481.6126,2.012542
555.35,9.966034,496.4728,1.999176
566.275,10.14307,511.1016,1.980712
577.425,10.31453,527.5103,1.974975
588.775,10.48395,544.2152,1.970788
600.35,10.66165,559.2508,1.951949
612.175,10.86405,578.7781,1.942252
624.2,11.05636,596.097,1.925793
636.5,11.25602,615.1188,1.913001
649,11.44937,634.0059,1.901894
661.775,11.6233,652.3451,1.897144
674.8,11.84221,672.4514,1.877046
688.075,12.05876,693.6523,1.86212
701.6,12.28278,716.3531,1.848951
715.4,12.50056,740.109,1.841765
729.475,12.71129,762.3936,1.831076
743.825,12.93034,785.0164,1.81715
758.475,13.1692,811.2969,1.806807
773.4,13.41824,837.4731,1.790815
788.6,13.65238,864.886,1.784156
804.125,13.86954,889.7832,1.77531
819.925,14.12513,917.9632,1.760525
836.075,14.38648,946.7422,1.744566
852.5,14.6592,979.3923,1.734561
869.275,14.90437,1008.102,1.722879
886.375,15.16162,1038.643,1.710981
903.825,15.45048,1075.077,1.702135
921.6,15.74264,1110.916,1.689535
939.725,15.99038,1141.58,1.678799
958.225,16.27768,1178.93,1.66965
977.075,16.57938,1216.911,1.65628
996.3,16.89404,1259.375,1.647522
1015.9,17.14361,1293.783,1.64124
1035.875,17.48732,1340.311,1.629727
1056.25,17.80914,1384.107,1.618393
1077.025,18.11622,1427.654,1.60999
1098.225,18.43183,1472.955,1.60138
1119.825,18.77323,1519.465,1.586807
1141.85,19.12281,1573.477,1.581715
1164.325,19.43056,1617.391,1.570372
1187.225,19.80909,1677.294,1.56467
1210.575,20.16776,1733.407,1.557034
1234.4,20.50426,1783.268,1.544951
1258.675,20.91392,1851.878,1.540346
1283.425,21.3023,1915.001,1.532021
1308.675,21.65574,1970.175,1.520636
1334.425,22.06313,2040.175,1.51469
1360.675,22.43071,2102.514,1.507288
1387.45,22.85253,2174.685,1.498499
1414.75,23.28926,2256.047,1.495675
1442.575,23.67838,2323.34,1.486337
1470.95,24.13046,2406.964,1.480216
1499.875,24.56279,2486.557,1.47283
1529.4,25.00996,2571.124,1.466314
1559.475,25.48228,2662.54,1.460203
1590.15,25.9259,2746.876,1.452013
1621.45,26.41178,2843.723,1.445925
1653.35,26.8585,2930.512,1.437425
1685.875,27.38502,3037.474,1.430176
1719.025,27.84129,3128.434,1.421583
1752.85,28.39286,3244.784,1.415009
1787.325,28.86605,3349.645,1.411989
1822.5,29.43352,3469.414,1.402829
1858.35,29.93608,3578.025,1.395547
1894.9,30.52085,3708.037,1.388372
1932.175,31.02596,3816.915,1.379104
1970.175,31.63662,3959.33,1.37352
2008.95,32.18759,4084.138,1.365237
2048.475,32.76526,4223.829,1.360644
2088.775,33.35316,4357.683,1.350352
2129.85,33.94059,4500.979,1.344334
2171.75,34.5724,4654.351,1.336423
2214.475,35.17048,4797.712,1.327174
2258.05,35.84086,4973.182,1.322891
2302.45,36.47959,5137.736,1.316452
2347.75,37.10893,5301.358,1.309838
