time,r2,r4,a2
0.67,0.3080321,0.5158071,2.26172
0.672,0.3079386,0.5168153,2.27008
0.674,0.3078474,0.5178219,2.27839
0.676,0.3077587,0.5188267,2.286645
0.678,0.3076727,0.5198291,2.294836
0.68,0.3075896,0.5208281,2.302952
0.682,0.3075097,0.5218237,2.310986
0.684,0.3074333,0.5228157,2.318931
0.686,0.3073606,0.5238044,2.32678
0.688,0.3072921,0.5247901,2.334526
0.69,0.3072281,0.5257732,2.342164
0.692,0.307169,0.5267545,2.349691
0.694,0.307115,0.5277341,2.3571
0.696,0.3070666,0.5287128,2.364388
0.698,0.3070237,0.5296904,2.371549
0.7,0.3069868,0.5306671,2.378578
0.702,0.306956,0.5316429,2.385471
0.704,0.3069315,0.532618,2.392222
0.706,0.3069136,0.5335923,2.398822
0.708,0.3069027,0.5345663,2.405268
0.71,0.3068991,0.5355406,2.411555
0.712,0.3069031,0.5365157,2.417678
0.714,0.3069151,0.5374927,2.423633
0.716,0.3069355,0.5384721,2.429416
0.718,0.3069646,0.5394548,2.435024
0.72,0.3070025,0.5404412,2.440454
0.722,0.3070497,0.5414316,2.445701
0.724,0.307106,0.5424257,2.450761
0.726,0.3071717,0.5434236,2.45563
0.728,0.3072469,0.5444248,2.460303
0.73,0.3073316,0.5454288,2.464773
0.732,0.3074259,0.5464357,2.469041
0.734,0.3075299,0.5474456,2.473102
0.736,0.3076437,0.548459,2.476958
0.738,0.3077674,0.5494762,2.480606
0.74,0.3079012,0.550498,2.484048
0.742,0.3080452,0.5515252,2.487288
0.744,0.3081993,0.5525581,2.490325
0.746,0.3083636,0.5535977,2.493166
0.748,0.308538,0.5546438,2.495811
0.75,0.3087225,0.5556968,2.498264
0.752,0.3089168,0.5567566,2.500528
0.754,0.3091208,0.5578236,2.502608
0.756,0.3093345,0.5588974,2.504504
0.758,0.3095578,0.5599786,2.506221
0.76,0.3097904,0.5610674,2.507764
0.762,0.3100325,0.5621644,2.509136
0.764,0.3102839,0.5632703,2.510344
0.766,0.3105445,0.5643855,2.511392
0.768,0.3108144,0.5655106,2.512286
0.77,0.3110932,0.566646,2.513031
0.772,0.3113809,0.5677917,2.513632
0.774,0.3116773,0.5689473,2.51409
0.776,0.3119821,0.5701129,2.514413
0.778,0.312295,0.5712875,2.5146
0.78,0.3126157,0.5724707,2.514656
0.782,0.312944,0.5736622,2.514586
0.784,0.3132796,0.5748618,2.514395
0.786,0.3136221,0.5760697,2.514091
0.788,0.3139713,0.5772858,2.513679
0.79,0.3143271,0.5785106,2.513168
0.792,0.314689,0.5797447,2.512569
0.794,0.3150569,0.580988,2.511886
0.796,0.3154303,0.5822412,2.511133
0.798,0.315809,0.5835039,2.510315
0.8,0.3161926,0.5847764,2.509439
0.802,0.3165806,0.586058,2.508514
0.804,0.3169728,0.5873489,2.507545
0.806,0.3173689,0.5886484,2.506538
0.808,0.3177685,0.5899563,2.505495
0.81,0.3181714,0.5912729,2.504426
0.812,0.3185773,0.5925977,2.503333
0.814,0.3189861,0.593931,2.502223
0.816,0.3193975,0.595273,2.5011
0.818,0.3198113,0.5966234,2.499967
0.82,0.3202274,0.5979826,2.498831
0.822,0.3206455,0.59935,2.497691
0.824,0.3210655,0.6007249,2.496548
0.826,0.3214872,0.6021071,2.495406
0.828,0.3219103,0.6034954,2.494262
0.83,0.3223347,0.6048892,2.493114
0.832,0.3227602,0.6062876,2.491965
0.834,0.3231867,0.6076904,2.490814
0.836,0.3236139,0.6090972,2.489664
0.838,0.3240418,0.6105078,2.488514
0.84,0.3244703,0.6119224,2.487368
0.842,0.3248993,0.6133415,2.48623
0.844,0.3253287,0.6147646,2.4851
0.846,0.3257585,0.6161926,2.483984
0.848,0.3261887,0.6176249,2.482878
0.85,0.3266191,0.6190619,2.481786
0.852,0.3270498,0.620503,2.480705
0.854,0.3274809,0.6219484,2.479634
0.856,0.3279124,0.6233977,2.478569
0.858,0.3283445,0.6248504,2.477505
0.86,0.3287773,0.626307,2.476442
0.862,0.3292109,0.6277671,2.475373
0.864,0.3296455,0.6292309,2.474296
0.866,0.3300814,0.6306984,2.473209
0.868,0.3305186,0.6321696,2.472107
0.87,0.3309573,0.6336446,2.470988
0.872,0.3313977,0.6351231,2.469846
0.874,0.33184,0.6366043,2.468674
0.876,0.3322842,0.6380882,2.467468
0.878,0.3327307,0.6395737,2.466219
0.88,0.3331796,0.6410603,2.46492
0.882,0.3336312,0.6425474,2.463564
0.884,0.3340856,0.6440349,2.462144
0.886,0.3345432,0.6455227,2.460654
0.888,0.3350042,0.6470106,2.459091
0.89,0.335469,0.6484993,2.457451
0.892,0.3359376,0.6499892,2.455733
0.894,0.3364104,0.6514804,2.453932
0.896,0.3368875,0.6529738,2.452052
0.898,0.3373691,0.6544691,2.450086
0.9,0.3378554,0.6559672,2.448035
0.902,0.3383465,0.6574678,2.445897
0.904,0.3388428,0.6589713,2.443668
0.906,0.3393443,0.6604777,2.441346
0.908,0.3398513,0.6619867,2.438925
0.91,0.340364,0.6634992,2.436406
0.912,0.3408826,0.6650149,2.433783
0.914,0.3414073,0.666534,2.431056
0.916,0.3419383,0.6680569,2.428224
0.918,0.3424756,0.6695835,2.425284
0.92,0.3430194,0.6711142,2.422238
0.922,0.3435698,0.6726488,2.419084
0.924,0.3441266,0.6741864,2.415818
0.926,0.34469,0.6757272,2.412441
0.928,0.3452601,0.6772705,2.408951
0.93,0.3458366,0.6788155,2.405345
0.932,0.3464197,0.6803621,2.401623
0.934,0.3470092,0.6819098,2.397787
0.936,0.3476052,0.6834586,2.393837
0.938,0.3482073,0.6850083,2.389778
0.94,0.3488155,0.6865591,2.385615
0.942,0.3494296,0.6881116,2.381355
0.944,0.3500491,0.6896653,2.377004
0.946,0.3506739,0.6912211,2.372574
0.948,0.3513033,0.6927785,2.36807
0.95,0.3519372,0.694338,2.363502
0.952,0.3525751,0.6958992,2.358879
0.954,0.3532165,0.6974624,2.354209
0.956,0.3538612,0.6990274,2.349498
0.958,0.3545087,0.7005939,2.344752
0.96,0.3551587,0.7021623,2.339981
0.962,0.3558107,0.7037322,2.33519
0.964,0.3564645,0.7053034,2.330387
0.966,0.3571194,0.7068759,2.325582
0.968,0.357775,0.7084493,2.32078
0.97,0.3584307,0.7100233,2.315992
0.972,0.3590861,0.7115976,2.311224
0.974,0.3597404,0.7131707,2.306483
0.976,0.3603931,0.7147425,2.301779
0.978,0.3610435,0.7163117,2.297116
0.98,0.361691,0.7178773,2.292502
0.982,0.3623351,0.7194387,2.287943
0.984,0.3629749,0.7209949,2.283449
0.986,0.36361,0.7225455,2.279026
0.988,0.3642394,0.7240897,2.274686
0.99,0.3648627,0.7256272,2.270437
0.992,0.3654791,0.7271578,2.266291
0.994,0.3660876,0.7286808,2.26226
0.996,0.3666876,0.7301961,2.258355
0.998,0.3672782,0.731703,2.254586
1,0.3678588,0.7332012,2.250964
1.002,0.3684285,0.73469,2.247498
1.004,0.3689869,0.7361694,2.244196
1.006,0.3695334,0.7376388,2.241064
1.008,0.3700675,0.7390976,2.238107
1.01,0.3705888,0.7405462,2.235332
1.012,0.3710969,0.7419837,2.232742
1.014,0.3715915,0.74341,2.23034
1.016,0.3720721,0.744825,2.228132
1.018,0.3725384,0.7462278,2.22612
1.02,0.3729901,0.7476182,2.224307
1.022,0.3734268,0.7489957,2.222698
1.024,0.373848,0.7503588,2.221291
1.026,0.3742536,0.7517073,2.220091
1.028,0.3746431,0.7530401,2.219095
1.03,0.3750165,0.7543564,2.218304
1.032,0.3753735,0.7556554,2.217717
1.034,0.3757141,0.7569369,2.217333
1.036,0.3760382,0.7582006,2.217151
1.038,0.3763459,0.7594461,2.217169
1.04,0.3766371,0.7606736,2.217387
1.042,0.3769121,0.7618835,2.217805
1.044,0.3771706,0.7630752,2.218422
1.046,0.3774128,0.7642496,2.219239
1.048,0.3776387,0.765406,2.220254
1.05,0.3778484,0.766545,2.221467
1.052,0.378042,0.7676661,2.222875
1.054,0.3782198,0.7687699,2.224476
1.056,0.378382,0.7698565,2.226266
1.058,0.378529,0.7709259,2.228238
1.06,0.3786614,0.771979,2.230387
1.062,0.3787797,0.7730157,2.232706
1.064,0.3788844,0.7740368,2.235187
1.066,0.3789761,0.7750427,2.237823
1.068,0.3790555,0.7760336,2.240606
1.07,0.3791231,0.77701,2.243526
1.072,0.3791794,0.7779721,2.246578
1.074,0.379225,0.7789194,2.249749
1.076,0.3792604,0.7798526,2.253035
1.078,0.3792863,0.7807713,2.256423
1.08,0.3793031,0.7816755,2.259906
1.082,0.3793114,0.7825654,2.263473
1.084,0.379312,0.7834414,2.267116
1.086,0.3793055,0.7843042,2.270827
1.088,0.3792924,0.7851541,2.274596
1.09,0.3792737,0.7859921,2.278416
1.092,0.3792498,0.7868194,2.28228
1.094,0.3792213,0.7876362,2.286181
1.096,0.3791887,0.788444,2.290116
1.098,0.3791526,0.7892428,2.294078
1.1,0.3791134,0.7900338,2.298061
1.102,0.3790713,0.7908169,2.302062
1.104,0.3790271,0.7915932,2.306076
1.106,0.378981,0.7923633,2.310097
1.108,0.3789336,0.7931277,2.31412
1.11,0.3788854,0.7938871,2.318137
1.112,0.3788368,0.7946423,2.322144
1.114,0.3787886,0.795394,2.326133
1.116,0.3787412,0.7961428,2.330099
1.118,0.3786949,0.7968891,2.334036
1.12,0.3786503,0.7976337,2.337937
1.122,0.3786077,0.7983767,2.341799
1.124,0.3785672,0.7991175,2.345615
1.126,0.3785291,0.7998569,2.349385
1.128,0.3784934,0.8005942,2.353104
1.13,0.3784603,0.8013291,2.356769
1.132,0.3784297,0.8020616,2.36038
1.134,0.3784018,0.8027918,2.363937
1.136,0.3783764,0.80352,2.36744
1.138,0.3783535,0.8042462,2.370891
1.14,0.3783333,0.8049711,2.374291
1.142,0.3783155,0.8056954,2.377645
1.144,0.3783,0.8064192,2.380955
1.146,0.3782868,0.8071435,2.384228
1.148,0.3782756,0.8078681,2.387467
1.15,0.3782662,0.8085936,2.390678
1.152,0.3782582,0.8093197,2.393866
1.154,0.3782515,0.8100471,2.397037
1.156,0.3782457,0.8107759,2.400196
1.158,0.3782407,0.8115059,2.403349
1.16,0.3782363,0.8122378,2.406498
1.162,0.3782321,0.8129715,2.40965
1.164,0.3782281,0.8137073,2.412808
1.166,0.378224,0.8144454,2.415978
1.168,0.3782196,0.8151856,2.419162
1.17,0.3782147,0.8159281,2.422365
1.172,0.378209,0.8166725,2.42559
1.174,0.3782022,0.8174176,2.428839
1.176,0.378194,0.8181636,2.432117
1.178,0.378184,0.818909,2.435426
1.18,0.3781719,0.8196534,2.438769
1.182,0.3781573,0.8203955,2.442148
1.184,0.3781399,0.8211354,2.445569
1.186,0.3781195,0.8218728,2.449036
1.188,0.3780957,0.8226069,2.452551
1.19,0.3780683,0.8233382,2.456121
1.192,0.3780372,0.8240671,2.45975
1.194,0.3780021,0.8247933,2.463443
1.196,0.3779627,0.8255176,2.467207
1.198,0.3779189,0.8262396,2.471042
1.2,0.3778707,0.8269598,2.474955
1.202,0.3778178,0.8276777,2.478946
1.204,0.3777603,0.828394,2.483018
1.206,0.377698,0.8291088,2.487172
1.208,0.3776311,0.8298218,2.491408
1.21,0.3775597,0.8305337,2.495725
1.212,0.3774839,0.8312446,2.500122
1.214,0.377404,0.8319549,2.504597
1.216,0.37732,0.8326648,2.509149
1.218,0.3772322,0.8333742,2.513774
1.22,0.3771408,0.8340836,2.51847
1.222,0.377046,0.8347928,2.523232
1.224,0.376948,0.8355008,2.528055
1.226,0.3768469,0.8362078,2.532933
1.228,0.3767432,0.8369128,2.53786
1.23,0.3766369,0.8376155,2.542828
1.232,0.3765285,0.838315,2.54783
1.234,0.3764182,0.8390114,2.552858
1.236,0.3763065,0.8397048,2.557906
1.238,0.3761938,0.8403948,2.562964
1.24,0.3760805,0.841082,2.568027
1.242,0.3759671,0.8417672,2.573087
1.244,0.3758541,0.8424507,2.578139
1.246,0.3757418,0.8431335,2.583179
1.248,0.3756309,0.8438157,2.588196
1.25,0.3755217,0.8444984,2.593188
1.252,0.3754147,0.8451816,2.598146
1.254,0.3753104,0.8458664,2.603062
1.256,0.3752094,0.8465533,2.60793
1.258,0.3751122,0.8472426,2.61274
1.26,0.3750193,0.8479351,2.617483
1.262,0.3749315,0.8486312,2.62215
1.264,0.3748492,0.8493318,2.626731
1.266,0.3747731,0.8500371,2.631219
1.268,0.3747036,0.8507473,2.635601
1.27,0.3746411,0.8514632,2.639873
1.272,0.3745863,0.8521849,2.644025
1.274,0.3745394,0.8529114,2.648046
1.276,0.3745007,0.8536435,2.65193
1.278,0.3744707,0.8543801,2.655668
1.28,0.3744496,0.8551213,2.659251
1.282,0.3744376,0.8558662,2.662674
1.284,0.3744352,0.8566153,2.665926
1.286,0.3744426,0.8573684,2.669005
1.288,0.3744599,0.8581252,2.671904
1.29,0.3744875,0.8588866,2.674619
1.292,0.3745257,0.8596529,2.677149
1.294,0.3745744,0.8604246,2.679492
1.296,0.3746339,0.8612025,2.68165
1.298,0.3747041,0.8619869,2.683622
1.3,0.3747851,0.8627788,2.685412
1.302,0.3748769,0.8635784,2.687022
1.304,0.3749795,0.8643867,2.688453
1.306,0.3750929,0.8652043,2.68971
1.308,0.375217,0.8660312,2.690793
1.31,0.3753519,0.8668682,2.691707
1.312,0.3754974,0.8677157,2.692452
1.314,0.3756535,0.8685739,2.693033
1.316,0.3758201,0.8694431,2.693452
1.318,0.375997,0.8703229,2.69371
1.32,0.3761841,0.8712138,2.693815
