time,eb
3352,0.5502617
3361,0.5494096
3370,0.5488107
3379,0.5484014
3388,0.5478651
3397,0.5467247
3406,0.5461285
3415,0.5451019
3424,0.5432306
3433,0.5422661
3442,0.540988
3451,0.5398595
3460,0.5400273
3469,0.5413371
3478,0.5411507
3487,0.5403276
3496,0.5383262
3505,0.5369745
3514,0.5361064
3523,0.5354778
3532,0.534546
3541,0.5338086
3550,0.5348893
3559,0.535556
3568,0.5340169
3577,0.5320287
3586,0.5316731
3595,0.5311466
3604,0.5310823
3613,0.5310275
3622,0.5299022
3631,0.529977
3640,0.5298949
3649,0.5301697
3658,0.5294615
3667,0.5291962
3676,0.5297605
3685,0.5292091
3694,0.5280765
3703,0.5274157
3712,0.527416
3721,0.5266592
3730,0.5267015
3739,0.5260377
3748,0.5256451
3757,0.5250679
3766,0.524592
3775,0.5241503
3784,0.5243086
3793,0.5239172
3802,0.5238102
3811,0.5232573
3820,0.5229507
3829,0.5229002
3838,0.5226597
3847,0.5230523
3856,0.5236655
3865,0.5229321
3874,0.5225522
3883,0.5221257
3892,0.5225836
3901,0.5226961
3910,0.5227317
3919,0.5227004
3928,0.5224857
3937,0.5229976
3946,0.5237391
3955,0.523204
3964,0.5229653
3973,0.5224211
3982,0.5214998
3991,0.5209084
4000,0.5205134
4009,0.5205227
4018,0.5200412
4027,0.5195757
4036,0.5189037
4045,0.5181786
4054,0.5174806
4063,0.5170107
4072,0.5167627
4081,0.5168774
4090,0.5165643
4099,0.5166556
4108,0.5169561
4117,0.5177765
4126,0.5184309
4134,0.5183913
4143,0.5177953
4152,0.517237
4161,0.5165382
4170,0.5159769
4179,0.515682
4188,0.5155587
4197,0.5153742
4206,0.5144811
4215,0.5143448
4224,0.5138789
4233,0.5138515
4242,0.5139337
4251,0.514096
4260,0.5145313
4269,0.514368
4278,0.5133607
4287,0.5128294
4296,0.5126044
4305,0.512852
4314,0.5123173
4323,0.512307
4332,0.5118305
4341,0.5114224
4350,0.5110254
4359,0.5107748
4368,0.5109951
4377,0.5115998
4386,0.5115437
4395,0.5117294
4404,0.510955
4413,0.5104585
4422,0.5108828
4431,0.5110439
4440,0.5108391
4449,0.5111854
4458,0.5133582
4467,0.5147528
4476,0.5157878
4485,0.5154584
4494,0.5159704
4503,0.5160227
4512,0.516664
4521,0.5173275
4530,0.5172448
4539,0.5165749
4548,0.5162541
4557,0.5168053
4566,0.5170626
4575,0.5162222
4584,0.5160847
4593,0.5161562
4602,0.5160336
4611,0.5154626
4620,0.5147994
4629,0.5143872
4638,0.5132316
4647,0.5129324
4656,0.5123742
4665,0.5119711
4674,0.5115563
4683,0.5110972
4692,0.5114196
4701,0.509902
4710,0.5078845
4719,0.5072654
4728,0.5053741
4737,0.5046411
4746,0.5038481
4755,0.5036546
4764,0.5032552
4773,0.5031586
4782,0.5021518
4791,0.5008396
4800,0.4997182
4809,0.4988203
4818,0.4981031
4827,0.4984251
4836,0.49776
4845,0.49738
4854,0.4973581
4863,0.4976747
4872,0.4974062
4881,0.497082
4890,0.4961397
4899,0.4955216
4908,0.4948456
4917,0.4945295
4926,0.4941363
4935,0.4939776
4944,0.4941228
4953,0.4935752
4962,0.4935175
4971,0.4935715
4980,0.4929167
4989,0.4929015
4998,0.4934443
5007,0.4942152
5016,0.4951601
5025,0.4949912
5034,0.4948417
5043,0.494439
5052,0.494382
5061,0.4939046
5070,0.4939321
5079,0.4930424
5088,0.4925106
5097,0.4912409
5106,0.4903136
5115,0.4897971
5124,0.4888223
5133,0.4880802
5142,0.4877603
5151,0.4873542
5160,0.4866911
5169,0.4859018
5178,0.484264
5187,0.4827871
5196,0.4813913
5205,0.4809145
5214,0.4804235
5223,0.4797643
5232,0.4793849
5241,0.4789551
5250,0.4782918
5259,0.477626
5268,0.476444
5277,0.4747616
5286,0.4750293
5295,0.4752092
5304,0.4749109
5313,0.4749192
5322,0.474987
5331,0.4746686
5340,0.4739227
5349,0.4727904
5358,0.472043
5367,0.4713906
5376,0.470791
5385,0.469713
5394,0.4685204
5403,0.467751
5412,0.466944
5421,0.4660411
5430,0.4657452
5439,0.4652687
5448,0.464796
5457,0.4641794
5466,0.4641741
5475,0.4640401
5484,0.4636108
5493,0.4629243
5502,0.4622772
5511,0.4616913
5520,0.4613727
5529,0.4611456
5538,0.4604756
5547,0.4600709
5556,0.4597657
5565,0.4594084
5574,0.4588949
5583,0.4583051
5592,0.4574641
5601,0.4569514
5610,0.4565329
5619,0.4559783
5628,0.4552558
5637,0.4547506
5646,0.4541734
5655,0.4538926
5664,0.4534963
5673,0.4528246
5682,0.4520737
5691,0.4510708
5700,0.4502924
5709,0.4499956
5718,0.4495985
5727,0.4490972
5736,0.448678
5745,0.4483116
5754,0.4478624
5763,0.4473988
5772,0.4473027
5781,0.4472044
5790,0.4468697
5799,0.4464399
5808,0.4457735
5817,0.445292
5826,0.4450391
5835,0.4448312
5844,0.4445446
5853,0.4441877
5862,0.4435686
5871,0.4432327
5880,0.4432711
5889,0.4430567
5898,0.4425487
5907,0.4425012
5916,0.4424391
5925,0.44228
5934,0.4419608
5943,0.4416869
5952,0.4412671
5961,0.4407336
5970,0.4407227
5979,0.4409977
5988,0.4410951
5997,0.4414296
6006,0.4420213
6015,0.4431516
6024,0.4437252
6033,0.4443152
6042,0.4451731
6051,0.4452167
6060,0.4453058
6069,0.4448947
6078,0.4445401
6087,0.4444719
6096,0.4444685
6105,0.4445995
6114,0.4447694
6123,0.444659
6132,0.4443447
6141,0.4441982
6150,0.444549
6159,0.4456779
6168,0.4457574
6177,0.4452762
6186,0.4444866
6195,0.4441163
6204,0.4437217
6213,0.4433812
6222,0.4431865
6231,0.4430231
6240,0.4432891
6249,0.4433308
6258,0.4431705
6267,0.4431655
6276,0.4435239
6285,0.4434375
6294,0.4438171
6303,0.4440481
6312,0.4439117
6321,0.4445286
6330,0.4448493
6339,0.4446774
6348,0.444492
6357,0.4444183
6366,0.4445109
6375,0.4449273
6384,0.4459154
6393,0.4470248
6402,0.4474953
6411,0.4474505
6420,0.4473426
6429,0.4468128
6438,0.4469233
6447,0.4471854
6456,0.4472141
6465,0.4473122
6474,0.4473153
6483,0.4473948
6492,0.4470688
6501,0.4471966
6510,0.447081
6519,0.4469614
6528,0.4468988
6537,0.4463526
6546,0.4459306
6555,0.4457205
6564,0.4453343
6573,0.4442084
6582,0.4438204
6591,0.4433555
6600,0.4434963
6609,0.4437996
6618,0.4439641
6627,0.443877
6636,0.4434426
6645,0.4432128
6654,0.4427737
6663,0.4423463
6672,0.4423229
6681,0.4420133
6690,0.4415822
6699,0.4410834
6708,0.4408748
6717,0.4407582
6726,0.4408076
6735,0.4405995
6744,0.4403618
6753,0.4407327
6762,0.4402573
6771,0.4396127
6780,0.4394747
6789,0.4392175
6798,0.4390492
6807,0.4392646
6816,0.4390611
6825,0.4383489
6834,0.4376778
6843,0.4374404
6852,0.4371228
6861,0.436849
6870,0.4367063
6879,0.4369812
6888,0.4371432
6897,0.4374371
6906,0.4369383
6915,0.4363854
6924,0.4361256
6933,0.4359039
6942,0.4356623
6951,0.435608
6960,0.4354453
6969,0.435466
6978,0.4354007
6987,0.4351763
6996,0.4354562
7005,0.4352402
7014,0.4347096
7023,0.4339428
7032,0.43351
7041,0.4330978
7050,0.4327736
7059,0.4326606
7068,0.4330086
7077,0.4333483
7086,0.4336576
7095,0.4336727
7104,0.43373
7113,0.4337624
7122,0.4337054
7131,0.433744
7140,0.4333564
7149,0.4328647
7158,0.4324891
7167,0.4323618
7176,0.4324475
7185,0.4322079
7194,0.432168
7203,0.4321737
7212,0.4319832
7221,0.431745
7230,0.4313287
7239,0.4311538
7248,0.4310995
7257,0.4308623
7266,0.4308985
7275,0.4307639
7284,0.4305565
7293,0.4301756
7302,0.4295613
7311,0.429199
7320,0.4295096
7329,0.4302528
7338,0.4301796
7347,0.4305475
7356,0.4305262
7365,0.4304717
7374,0.4307452
7383,0.4310981
7392,0.4308199
7401,0.430826
7410,0.4314729
7419,0.4314331
7428,0.4310917
7437,0.431325
7446,0.4314591
7455,0.4311258
7464,0.4311971
7473,0.4314444
7482,0.4315436
7491,0.4314155
7500,0.4314577
7509,0.4313648
7518,0.4315278
7527,0.4313578
7536,0.4313011
7545,0.4312689
7554,0.4313777
7563,0.4312492
7572,0.43111
7581,0.4308431
7590,0.4308095
7599,0.4307632
7608,0.4305225
7617,0.4304443
7626,0.4301783
7635,0.4296987
7644,0.4291999
7653,0.4288049
7662,0.428759
7671,0.4289195
7680,0.4284322
7689,0.4283266
7698,0.4278196
7707,0.4272458
7716,0.427005
7725,0.4267934
7734,0.4267932
7743,0.4269871
7752,0.4269635
7761,0.4266005
7770,0.4263319
7779,0.4263528
7788,0.4262242
7797,0.4261927
7806,0.4262837
7815,0.4261292
7824,0.4255094
7833,0.4252568
7842,0.4252853
7851,0.425489
7860,0.4252992
7869,0.4248994
7878,0.4244214
7887,0.4242726
7896,0.4242474
7905,0.423727
7914,0.4234417
7923,0.4232264
7932,0.4230995
7941,0.4226737
7950,0.4225174
7959,0.4222069
7968,0.4219674
7977,0.421473
7986,0.4206247
7995,0.4202794
8004,0.4198745
8013,0.4198259
8022,0.4196253
8031,0.4194452
8040,0.4190145
8049,0.4188878
8058,0.4185344
8067,0.4184314
8076,0.4185655
8085,0.4187032
8094,0.418854
8103,0.4186266
8112,0.4184734
8121,0.41835
8130,0.4180407
8139,0.4182218
8148,0.4185661
8157,0.4183727
8166,0.4184053
8175,0.4185436
8184,0.4181508
8193,0.4179679
8202,0.4178957
8211,0.4174563
8220,0.4171262
8229,0.4171007
8238,0.4169584
8247,0.4167099
8256,0.4163187
8265,0.415826
8274,0.4155902
8283,0.4155951
8292,0.4156569
8301,0.4159261
8310,0.415734
8319,0.4153667
8328,0.4146493
8337,0.4146175
8346,0.4147037
8355,0.4148329
8364,0.4150526
8373,0.4150196
8382,0.4151269
8391,0.4151748
8400,0.4153303
8409,0.4153299
8418,0.4153147
8427,0.4150546
8436,0.4147744
8445,0.4145271
8454,0.4142947
8463,0.4142898
8472,0.4138972
8481,0.4138615
8490,0.4142085
8499,0.4145293
8508,0.4141402
8517,0.4141769
8526,0.41395
8535,0.4138006
8544,0.4138537
8553,0.4137833
8562,0.4136174
8571,0.4132202
8580,0.4129435
8589,0.413029
8598,0.413092
8607,0.412958
8616,0.4127676
8625,0.4125049
8634,0.4121925
8643,0.4123063
8652,0.4126804
8661,0.4131943
8670,0.4134726
8679,0.4134421
8688,0.4133465
8697,0.4131354
8706,0.4121734
8715,0.4114082
8724,0.4115111
8733,0.4113433
8742,0.4108913
8751,0.4104867
8760,0.4100087
8769,0.4096247
8778,0.4095586
8787,0.4095512
8796,0.4096813
8805,0.4095189
8814,0.4096072
8823,0.4094088
8832,0.4093515
8841,0.4098052
8850,0.409869
8859,0.4097701
8868,0.4098084
8877,0.4103664
8886,0.4107772
8895,0.4108675
8904,0.4108745
8913,0.4107923
8922,0.4108716
8931,0.4110016
8940,0.411083
8949,0.4109358
8958,0.4106836
8967,0.4104366
8976,0.4102648
8985,0.410327
8994,0.4104415
9003,0.4103903
9012,0.4102038
9021,0.409881
9030,0.4097727
9039,0.4097545
9048,0.4094783
9057,0.4094507
9066,0.4093739
9075,0.4095605
9084,0.4097515
9093,0.4097635
9102,0.4094899
9111,0.4094654
9120,0.4097506
9129,0.4098594
9138,0.4099759
9147,0.4102026
9156,0.4101009
9165,0.4099106
9174,0.4097269
9183,0.409585
9192,0.409605
9201,0.4093792
9210,0.4090247
9219,0.40866
9228,0.4085045
9237,0.4080594
9246,0.4081691
9255,0.4084561
9264,0.4082511
9273,0.4077529
9282,0.407468
9291,0.4073206
9300,0.4069925
9309,0.4068777
9318,0.4066601
9327,0.406627
9336,0.40653
9345,0.4063808
9354,0.4057392
9363,0.4051774
9372,0.4050081
9381,0.4049232
9390,0.4046863
9399,0.4045082
9408,0.4043154
9417,0.4041797
9426,0.4041253
9435,0.4041327
9444,0.4039812
9453,0.4040052
9462,0.4041193
9471,0.4041609
9480,0.4044037
9489,0.404397
9498,0.4042802
9507,0.4040381
9516,0.4038238
9525,0.4035902
9534,0.4034552
9543,0.403501
9552,0.4036194
9561,0.4032752
9570,0.4028949
9579,0.402838
9588,0.4028095
9597,0.4025883
9606,0.4026116
9615,0.4027565
9624,0.4027149
9633,0.4026435
9642,0.4024273
9651,0.4025036
9660,0.4025609
9669,0.4024818
9678,0.4024751
9687,0.4023292
9696,0.4019706
9705,0.4015817
9714,0.401293
9723,0.4009439
9732,0.4008205
9741,0.4007882
9750,0.4007017
9759,0.4004662
9768,0.4005203
9777,0.4004925
9786,0.4003789
9795,0.4002298
9804,0.4005298
9813,0.4005509
9822,0.4006042
9831,0.4004672
9840,0.400525
9849,0.4004009
9858,0.4002894
9867,0.4000888
9876,0.400084
9885,0.4001597
9894,0.4001173
9903,0.3999054
9912,0.3997063
9921,0.3995312
9930,0.3993405
9939,0.3993279
9948,0.3992708
9957,0.3991271
9966,0.3991798
9975,0.3991617
9984,0.3990012
9993,0.3987255
10002,0.3986005
10011,0.398559
10020,0.3983568
10029,0.3981673
10038,0.3978975
10047,0.3978307
10056,0.3979386
10065,0.3979446
10074,0.3980084
10083,0.3981477
10092,0.3983728
10101,0.3984054
10110,0.39827
10119,0.398185
10128,0.3977919
10137,0.3973231
10146,0.3971837
10155,0.3971481
10164,0.3972541
10173,0.3972647
10182,0.3972651
10191,0.3968539
10200,0.3968148
10209,0.3967165
10218,0.3967252
10227,0.3966097
10236,0.3962743
10245,0.3962099
10254,0.3960626
10263,0.3959276
10272,0.3955168
10281,0.395304
10290,0.3950887
10299,0.3949261
10308,0.3947731
10317,0.3948834
10326,0.3948646
10335,0.3947616
10344,0.3950641
10353,0.3948429
10362,0.3947571
10371,0.3945986
10380,0.394537
10389,0.3943346
10398,0.3944021
10407,0.3943195
10416,0.3942389
10425,0.3940333
10434,0.3940383
10443,0.3935905
10452,0.3933675
10461,0.3931191
10470,0.3932236
10479,0.3932444
10488,0.3932375
10497,0.3931806
10506,0.393074
10515,0.3929553
10524,0.3929155
10533,0.3927856
10542,0.3929523
10551,0.3928785
10560,0.3927455
10569,0.3926847
10578,0.3926009
10587,0.3923245
10596,0.3921189
10605,0.3918049
10614,0.391444
10623,0.3912255
10632,0.3911333
10641,0.3911562
10650,0.3910334
10659,0.3909
10668,0.3908711
10677,0.3908233
10686,0.3912436
10695,0.391591
10704,0.3914484
10713,0.3913192
10722,0.3911165
10731,0.3910083
10740,0.3909201
10749,0.3911024
10758,0.3910178
10767,0.3908458
10776,0.3908055
10785,0.3909186
10794,0.3908879
10803,0.3907684
10812,0.3911716
10821,0.391188
10830,0.3911752
10839,0.3910652
10848,0.3913026
10857,0.3911915
10866,0.391163
10875,0.391061
10884,0.3909758
10893,0.3907699
10902,0.390854
10911,0.3908982
10920,0.3909563
10929,0.3911098
10938,0.39105
10947,0.3910354
10956,0.3908488
10965,0.3908716
10974,0.390564
10983,0.3900108
10992,0.3893252
11001,0.3889305
11010,0.388368
11019,0.3882783
11028,0.3881312
11037,0.3880944
11046,0.3883813
11055,0.3883569
11064,0.3883503
11073,0.3879177
11082,0.3872199
11091,0.3868893
11100,0.3868305
11109,0.3866761
11118,0.3867913
11127,0.3866439
11136,0.386609
11145,0.3868415
11154,0.3866003
11163,0.386396
11172,0.3860507
11181,0.3858947
11190,0.3856886
11199,0.3855191
11208,0.3857222
11217,0.3861394
11226,0.3863609
11235,0.3862041
11244,0.3860135
11253,0.385855
11262,0.3857784
11271,0.3857207
11280,0.3855438
11289,0.3852374
11298,0.3850838
11307,0.3847721
11316,0.3846306
11325,0.3846347
11334,0.384561
11343,0.3844236
11352,0.3843642
11361,0.3844042
11370,0.3843387
11379,0.3842808
11388,0.3843759
11397,0.3842819
11406,0.3844069
11415,0.3843938
11424,0.3844536
11433,0.3842589
11442,0.3841172
11451,0.3840435
11460,0.3836853
11469,0.3833599
11478,0.3832097
11487,0.3830306
11496,0.3829252
11505,0.3827493
11514,0.3827783
11523,0.3826285
11532,0.3825517
11541,0.3826039
11550,0.3827634
11559,0.3826392
11568,0.3826127
11577,0.3827781
11586,0.3827121
11595,0.3826222
11604,0.3826751
11613,0.3826628
11622,0.3825208
11631,0.382537
11640,0.3825367
11649,0.3822578
11658,0.3820375
11667,0.3818843
11676,0.3820668
11685,0.3822488
11694,0.3821629
11703,0.3821854
11712,0.3822062
11721,0.3821204
11730,0.38202
11739,0.3817907
11748,0.3816199
11757,0.3818514
11766,0.3821617
11775,0.3821276
11784,0.3823424
11793,0.3823863
11802,0.382384
11811,0.3823502
11820,0.3821883
11829,0.3821418
11838,0.3820915
11847,0.3819479
11856,0.3818136
11865,0.381814
11874,0.3819257
11883,0.3819138
11892,0.3813239
11901,0.3807811
11910,0.3806241
11919,0.3804753
11928,0.3802063
11937,0.3799998
11946,0.3798579
11955,0.3797032
11964,0.3795806
11973,0.3795564
11982,0.3795383
11991,0.3792562
12000,0.379022
12009,0.3789303
12018,0.3788523
12027,0.378869
12036,0.3787537
12045,0.3786907
12054,0.3784321
12063,0.3783948
12072,0.3781173
12081,0.3778752
12090,0.3778724
12099,0.3776596
12108,0.3775333
12117,0.3774055
12126,0.377217
12135,0.3769934
12144,0.3771483
12153,0.3770902
12162,0.3771504
12171,0.3774327
12180,0.3775681
12189,0.377576
12198,0.3774278
12207,0.3773804
12216,0.3777015
12225,0.3781919
12234,0.3780527
12243,0.3780878
12252,0.3780719
12261,0.3782392
12270,0.3782533
12279,0.3783205
12288,0.3779803
12297,0.3773832
12306,0.3770623
12314,0.3769057
12323,0.3767229
12332,0.376578
12341,0.3764001
12350,0.3762105
12359,0.3760125
12368,0.376069
12377,0.3760887
12386,0.3762898
12395,0.3765528
12404,0.3765601
12413,0.3764983
12422,0.376378
12431,0.3764346
12440,0.3765105
12449,0.3765148
12458,0.3765221
12467,0.3766402
12476,0.3766746
12485,0.3766549
12494,0.3767377
12503,0.3767181
12512,0.3766431
12521,0.376456
12530,0.3763861
12539,0.3762968
12548,0.3762865
12557,0.3763635
12566,0.3764677
12575,0.3766828
12584,0.3767857
12593,0.3770415
12602,0.3771142
12611,0.3771931
12620,0.3770699
12629,0.3770161
12638,0.37697
12647,0.3769037
12656,0.3767949
12665,0.3767149
12674,0.3766386
12683,0.3764269
12692,0.3759414
12701,0.3753256
12710,0.3748327
12719,0.3745692
12728,0.3740909
12737,0.3739594
12746,0.3739938
12755,0.3741096
12764,0.3741043
12773,0.3738584
12782,0.3737705
12791,0.3736447
12800,0.3735843
12809,0.373511
12818,0.3733597
12827,0.3732679
12836,0.3731775
12845,0.3730417
12854,0.3728377
12863,0.3725456
12872,0.3723068
12881,0.3722987
12890,0.3721741
12899,0.3721359
12908,0.3721242
12917,0.3720694
12926,0.3720356
12935,0.3721444
12944,0.3718246
12953,0.3719096
12962,0.3717776
12971,0.3716127
12980,0.3715756
12989,0.3715554
12998,0.3715186
13007,0.3714327
13016,0.3714535
13025,0.3713402
13034,0.3713098
13043,0.3711388
13052,0.3710018
13061,0.3710202
13070,0.3710596
13079,0.3710599
13088,0.3710125
13097,0.3709104
13106,0.3707574
13115,0.3706357
13124,0.370677
13133,0.3709386
13142,0.3709999
13151,0.3708279
13160,0.3706035
13169,0.3704614
13178,0.3701309
13187,0.3698692
13196,0.3697224
13205,0.3696871
13214,0.3697599
13223,0.3697503
13232,0.3694731
13241,0.3692906
13250,0.3692939
13259,0.3691599
13268,0.3692125
13277,0.3692175
13286,0.3691374
13295,0.3691927
13304,0.3692207
13313,0.3690522
13322,0.3690334
13331,0.3689676
13340,0.3689728
13349,0.3690172
13358,0.3689337
13367,0.3689836
13376,0.3691385
13385,0.3690692
13394,0.3687946
13403,0.3685166
13412,0.3682137
13421,0.3679574
13430,0.3677952
13439,0.3678161
13448,0.3675557
13457,0.36721
13466,0.3670095
13475,0.3670371
13484,0.3670862
13493,0.3671086
13502,0.3672303
13511,0.3672977
13520,0.3673409
13529,0.3675312
13538,0.3675223
13547,0.3675432
13556,0.3673753
13565,0.3672749
13574,0.3672111
13583,0.3672198
13592,0.3671487
13601,0.3669913
13610,0.3667782
13619,0.3665686
13628,0.3667312
13637,0.3666262
13646,0.3664932
13655,0.3660506
13664,0.365741
13673,0.3654793
13682,0.365315
13691,0.3654479
13700,0.3653493
13709,0.3652036
13718,0.36505
13727,0.3653646
13736,0.3649949
13745,0.3647827
13754,0.3647578
13763,0.3646648
13772,0.3645692
13781,0.3644944
13790,0.3646708
13799,0.36467
13808,0.3646621
13817,0.3645757
13826,0.3643205
13835,0.3640343
13844,0.3638063
13853,0.3637821
13862,0.3636903
13871,0.3635458
13880,0.363564
13889,0.3635821
13898,0.3634509
13907,0.3634335
13916,0.3636759
13925,0.3643483
13934,0.3644196
13943,0.36461
13952,0.3645404
13961,0.3644884
13970,0.3643913
13979,0.3645107
13988,0.3645099
13997,0.364342
14006,0.3644074
14015,0.3644071
14024,0.3644554
14033,0.3644891
14042,0.3645695
14051,0.3643592
14060,0.3642189
14069,0.3641645
14078,0.3640224
14087,0.3638374
14096,0.3638724
14105,0.3640089
14114,0.3638439
14123,0.363759
14132,0.3637357
14141,0.363812
14150,0.3639041
14159,0.3639402
14168,0.3638073
14177,0.3636696
14186,0.3635776
14195,0.3634859
14204,0.3633493
14213,0.3633141
14222,0.3632011
14231,0.3631649
14240,0.3631564
14249,0.3630566
14258,0.3629602
14267,0.3627925
14276,0.3625455
14285,0.3625046
14294,0.3624579
14303,0.3625138
14312,0.3625703
14321,0.3625391
14330,0.3624123
14339,0.362472
14348,0.362501
14357,0.3624218
